flow idle time max,flow idle time min,flow idle time mean,flow idle time std,flow idle time variance,flow active time max,flow active time min,flow active time mean,flow active time std,flow active time variance,flow IAT max,fw IAT max,bw IAT max,flow IAT min,fw IAT min,bw IAT min,flow IAT mean,fw IAT mean,bw IAT mean,flow IAT std,fw IAT std,bw IAT std,flow IAT tot,fw iAT tot,bw IAT tot,flow iec104 packts/s,fw iec104 packts/s,bw iec104 packts/s,flow iec104 bytes/s,fw iec104 bytes/s,bw iec104 bytes/s,flow packet APDU length max,flow packet APDU length min,flow packet APDU length mean,flow packet APDU length std,flow packet APDU length var,fw packet APDU length max,fw packet APDU length min,fw packet APDU length mean,fw packet APDU length std,fw packet APDU length var,bw packet APDU length max,bw packet APDU length min,bw packet APDU length mean,bw packet APDU length std,bw packet APDU length var,total flow packets,total fw packets,total bw packets,flow packets APDU total length,fw packets APDU total length,bw packets APDU total length,flow duration,flow down/up ratio,flow total IEC104_I_Message_SeqIOA packets,fw total IEC104_I_Message_SeqIOA packets,bw total IEC104_I_Message_SeqIOA packets,flow total IEC104_I_Message_SingleIOA packets,fw total IEC104_I_Message_SingleIOA packets,bw total IEC104_I_Message_SingleIOA packets,flow total IEC104_S_Message packets,fw total IEC104_S_Message packets,bw total IEC104_S_Message packets,flow total IEC104_U_Message packets,fw total IEC104_U_Message packets,bw total IEC104_U_Message packets,fw URG flag amount,fw PSH flag amount,bw URG flag amount,bw PSH flag amount,flow SYN flag count,flow RST flag count,flow PSH flag count,flow ACK flag count,flow URG flag count,flow CWE flag count,flow ECE flag count,fw_subflow_packets,bw_subflow_packets,fw_subflow_bytes,bw_subflow_bytes,fw avg bytes/bulk,bw avg bytes/bulk,fw avg bulk rate,bw avg bulk rate,fw avg packets/bulk,bw avg packets/bulk,init fw window bytes,init bw window bytes,fw TCP total header length,bw TCP total header length,cot=1,cot=2,cot=3,cot=4,cot=5,cot=6,cot=7,cot=8,cot=9,cot=10,cot=11,cot=12,cot=13,cot=20,type_id_process_information_in_monitor_direction,type_id_process_information_in_control_direction,type_id_system_information_in_monitor_direction,type_id_system_information_in_control_direction,type_id_parameter_in_control_direction,type_id_file_transfer,Label
10.016999959945698,8.34373188018799,9.45721689860026,0.9643111062456692,0.929895909628745,0.953126042266846,0.0,0.24178230648040802,0.47424310233715994,0.22490652011437398,10.016999959945698,10.016999959945698,8.34373188018799,0.002931118011475,10.0109188556671,0.002931118011475,2.9338779926300003,10.0139594078064,1.1638576388359099,4.53165332132557,-1.0,2.9155748224811,29.338779926300003,20.0279188156128,9.31086111068726,0.37493038263824296,0.102253740719521,0.272676641918722,3.68113466590275,0.7498607652764859,2.9312739006262603,18,4,9.81818181818182,5.68890467169528,32.363636363636395,14,4,7.33333333333333,5.77350269189626,33.3333333333333,18,4,10.75,5.75077634510581,33.0714285714286,11,3,8,108,22,86,29.338779969222998,2.6666666666666696,0,0,0,6,1,5,1,0,1,4,2,2,0,3,0,8,0,0,11,11,0,0,0,0,2,0,18,0.0,36.0,0.0,37.9268748781863,0.0,4.0,502,260,96,256,1,0,1,0,0,1,2,0,0,0,0,0,0,1,3,0,0,3,0,0,c_ci_na_1_DoS
10.0153629779816,10.0121819972992,10.0137724876404,-1.0,-1.0,6.16114805867004,0.008979009796143,2.3251846685180695,3.3458248120846896,11.194543673161599,10.0153629779816,10.0153629779816,3.5548079013824503,0.0032391548156740003,10.0121819972992,0.0032391548156740003,2.7003098964691206,10.0137724876404,0.8719442486763,4.05031663491075,-1.0,1.41060984009652,27.0030989646912,20.0275449752808,6.9755539894104,0.40736065218816103,0.11109835968767999,0.29626229250048103,3.9995409487564904,0.8147213043763221,3.18481964438017,18,4,9.81818181818182,5.68890467169528,32.363636363636395,14,4,7.33333333333333,5.77350269189626,33.3333333333333,18,4,10.75,5.75077634510581,33.0714285714286,11,3,8,108,22,86,27.0030989515381,2.6666666666666696,0,0,0,6,1,5,1,0,1,4,2,2,0,3,0,8,0,0,11,11,0,0,0,0,4,0,46,0.0,0.0,0.0,0.0,0.0,0.0,502,260,96,256,1,0,1,0,0,1,2,0,0,0,0,0,0,1,3,0,0,3,0,0,c_ci_na_1_DoS
10.0137021541595,10.0108599662781,10.0122810602188,-1.0,-1.0,0.957218814712525,0.005202,0.32433128981526693,0.548103253443336,0.300417176435169,10.0137021541595,10.0137021541595,0.953888893127441,0.003329992294312,10.0108599662781,0.003329992294312,2.9996508530207997,10.0122810602188,0.19459877014160198,4.80305831241823,-1.0,0.424458505565199,20.9975559711456,20.0245621204376,0.9729938507080079,0.380996722041797,0.142873770765674,0.238122951276123,3.14322295684482,1.04774098561494,2.09548197122988,18,4,8.25,5.99404466354493,35.9285714285714,14,4,7.33333333333333,5.77350269189626,33.3333333333333,18,4,8.8,6.72309452558864,45.2,8,3,5,66,22,44,20.997555981918303,1.6666666666666698,0,0,0,3,1,2,1,0,1,4,2,2,0,3,0,5,0,0,8,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,502,260,96,160,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,c_ci_na_1_DoS
10.0212190151215,8.327672004699709,9.454413652420039,0.975792934790833,0.9521718515877071,0.624660912857056,0.0,0.159946469314575,0.30983953690620897,0.09600053863025398,10.0212190151215,10.0212190151215,8.327672004699709,0.0034959316253659997,10.014349937438999,0.0034959316253659997,3.62537837028503,10.0177844762802,1.49457633495331,4.85945692135242,-1.0,3.35656407269915,29.003026962280302,20.0355689525604,8.96745800971985,0.310312437339513,0.10343747911317099,0.20687495822634197,2.75833277635123,0.7585415134965869,1.99979126285464,18,4,8.888888888888891,5.92546294487706,35.1111111111111,14,4,7.33333333333333,5.77350269189626,33.3333333333333,18,4,9.66666666666667,6.37704215656966,40.6666666666667,9,3,6,80,22,58,29.003027004531898,2.0,0,0,0,4,1,3,1,0,1,4,2,2,0,3,0,6,0,0,9,9,0,0,0,0,2,0,18,0.0,0.0,0.0,0.0,0.0,0.0,502,260,96,192,1,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,c_ci_na_1_DoS
10.0148341655731,9.26188206672668,9.758936405181881,0.4305247811066789,0.185351587146954,1.70028703463745,0.0,0.42908673741149894,0.847477959167288,0.7182188912743521,10.0148341655731,10.0148341655731,10.000092983245901,0.004124879837035999,10.0148341655731,0.004124879837035999,4.42759370803833,10.0148341655731,3.49638696511587,5.029035447258599,-1.0,4.80264621349526,30.9931559562683,10.0148341655731,20.9783217906952,0.258121502260377,0.064530375565094,0.19359112669528303,2.45215427147358,0.580773380085848,1.87138089138773,18,4,9.5,6.023762469230861,36.2857142857143,14,4,9.0,-1.0,-1.0,18,4,9.66666666666667,6.37704215656966,40.6666666666667,8,2,6,76,18,58,30.9931560522614,3.0,0,0,0,4,1,3,1,0,1,3,1,2,0,2,0,6,0,0,8,8,0,0,0,0,4,0,40,0.0,0.0,0.0,0.0,0.0,0.0,502,260,64,192,1,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,c_ci_na_1_DoS
10.0147762298584,10.0141930580139,10.014484643936198,-1.0,-1.0,0.9426940265808101,0.011835763656616002,0.32237859674580893,0.537209058639691,0.288593572684543,10.0147762298584,10.0147762298584,0.9387309551239009,0.003935813903809,10.0141930580139,0.003935813903809,2.9994435650961697,10.014484643936198,0.19342713356018104,4.80424537877418,-1.0,0.4166527453765,20.9961049556732,20.0289692878723,0.967135667800903,0.381023052769925,0.14288364478872198,0.238139407981203,3.1434401853518796,1.04781339511729,2.09562679023459,18,4,8.25,5.99404466354493,35.9285714285714,14,4,7.33333333333333,5.77350269189626,33.3333333333333,18,4,8.8,6.72309452558864,45.2,8,3,5,66,22,44,20.996104938644397,1.6666666666666698,0,0,0,3,1,2,1,0,1,4,2,2,0,3,0,5,0,0,8,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,502,260,96,160,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,c_ci_na_1_DoS
10.0134818553925,10.0091481208801,10.0113149881363,-1.0,-1.0,1.09104491696167,0.006319006256104,0.6583410293324791,0.574658949935548,0.33023290874102695,10.0134818553925,10.0134818553925,1.08130383491516,0.002694129943848,10.0091481208801,0.002694129943848,2.7497066259384195,10.0113149881363,0.32917050520579,4.5023771538344,-1.0,0.5067362577218579,21.9976530075073,20.0226299762726,1.97502303123474,0.409134555887817,0.136378185295939,0.272756370591878,3.6367516078917004,1.00010669217022,2.63664491572148,18,4,8.888888888888891,5.92546294487706,35.1111111111111,14,4,7.33333333333333,5.77350269189626,33.3333333333333,18,4,9.66666666666667,6.37704215656966,40.6666666666667,9,3,6,80,22,58,21.997653022659303,2.0,0,0,0,4,1,3,1,0,1,4,2,2,0,3,0,6,0,0,9,9,0,0,0,0,2,0,18,0.0,0.0,0.0,0.0,0.0,0.0,502,260,96,192,1,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,c_ci_na_1_DoS
10.0197157859802,7.28374791145325,9.1053032875061,1.57751741761138,2.48856120286729,0.9540850397491459,0.0,0.242843013645172,0.474192837293622,0.22485884694057603,10.0197157859802,10.0197157859802,7.28374791145325,0.0032382011413570003,10.012446165084802,0.0032382011413570003,3.53591024875641,10.0160809755325,1.37585333983103,4.69921375153535,-1.0,2.91883340941304,28.2872819900513,20.032161951065103,8.25512003898621,0.318164185226377,0.106054728408792,0.212109456817585,2.82812609090113,0.7777346749978109,2.05039141590332,18,4,8.888888888888891,5.92546294487706,35.1111111111111,14,4,7.33333333333333,5.77350269189626,33.3333333333333,18,4,9.66666666666667,6.37704215656966,40.6666666666667,9,3,6,80,22,58,28.2872819063415,2.0,0,0,0,4,1,3,1,0,1,4,2,2,0,3,0,6,0,0,9,9,0,0,0,0,2,0,18,0.0,0.0,0.0,0.0,0.0,0.0,502,260,96,192,1,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,c_ci_na_1_DoS
10.0206000804901,10.0093531608582,10.0149766206741,-1.0,-1.0,0.953754819091797,0.005123,0.32235786515299497,0.546807960413022,0.298998945571049,10.0206000804901,10.0206000804901,0.949905872344971,0.003429889678955,10.0093531608582,0.003429889678955,2.99957527433123,10.0149766206741,0.19341473579406698,4.80485536708221,-1.0,0.422891949591145,20.9970269203186,20.0299532413483,0.967073678970337,0.38100632096849396,0.14287737036318499,0.23812895060530898,3.14330214799007,1.04776738266336,2.09553476532672,18,4,8.25,5.99404466354493,35.9285714285714,14,4,7.33333333333333,5.77350269189626,33.3333333333333,18,4,8.8,6.72309452558864,45.2,8,3,5,66,22,44,20.9970269775696,1.6666666666666698,0,0,0,3,1,2,1,0,1,4,2,2,0,3,0,5,0,0,8,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,502,260,96,160,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,c_ci_na_1_DoS
10.0285060405731,9.10252618789673,9.714194377263391,0.52978802325282,0.28067534958213003,0.843775915100098,0.0,0.21463796635437002,0.419439770851693,0.17592972137212,10.0285060405731,10.0285060405731,9.10252618789673,0.003157138824463,10.0115509033203,0.003157138824463,3.75014185905456,10.0200284719467,1.6601796547571799,4.95488632323578,-1.0,3.6612986009224997,30.0011348724365,20.0400569438934,9.961077928543089,0.299988650822734,0.099996216940911,0.199992433881823,2.6665657850909703,0.733305590900016,1.9332601941909502,18,4,8.888888888888891,5.92546294487706,35.1111111111111,14,4,7.33333333333333,5.77350269189626,33.3333333333333,18,4,9.66666666666667,6.37704215656966,40.6666666666667,9,3,6,80,22,58,30.0011349606628,2.0,0,0,0,4,1,3,1,0,1,4,2,2,0,3,0,6,0,0,9,9,0,0,0,0,2,0,18,0.0,0.0,0.0,0.0,0.0,0.0,502,260,96,192,1,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,c_ci_na_1_DoS
10.015928030014,9.681547880172731,9.90370734532674,0.192399123542327,0.037017422739856004,0.27544710177612297,0.0,0.072981725070953,0.135034739819588,0.018234380958143996,10.015928030014,10.015928030014,9.681547880172731,0.003345966339111,10.0136461257935,0.003345966339111,3.75038114190102,10.014787077903698,1.6622458299001102,5.09727634993459,-1.0,3.93009319890179,30.0030491352081,20.0295741558075,9.97347497940064,0.299969512137224,0.09998983737907499,0.19997967475814998,2.666395663442,0.733258807446549,1.93313685599545,18,4,8.888888888888891,5.92546294487706,35.1111111111111,14,4,7.33333333333333,5.77350269189626,33.3333333333333,18,4,9.66666666666667,6.37704215656966,40.6666666666667,9,3,6,80,22,58,30.003049096145602,2.0,0,0,0,4,1,3,1,0,1,4,2,2,0,3,0,6,0,0,9,9,0,0,0,0,2,0,18,0.0,0.0,0.0,0.0,0.0,0.0,502,260,96,192,1,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,c_ci_na_1_DoS
10.0112240314484,10.0078999996185,10.009562015533401,-1.0,-1.0,0.963942839309692,0.007983,0.326896595433553,0.5516983687641949,0.30437109009707397,10.0112240314484,10.0112240314484,0.9599039554595951,0.00388503074646,10.0078999996185,0.00388503074646,2.9999734333583303,10.009562015533401,0.19613800048828098,4.80113388252766,-1.0,0.42696134700033,20.9998140335083,20.019124031066898,0.9806900024414059,0.38095575403659604,0.14285840776372302,0.238097346272872,3.1428849708019198,1.04762832360064,2.09525664720128,18,4,8.25,5.99404466354493,35.9285714285714,14,4,7.33333333333333,5.77350269189626,33.3333333333333,18,4,8.8,6.72309452558864,45.2,8,3,5,66,22,44,20.999814060379,1.6666666666666698,0,0,0,3,1,2,1,0,1,4,2,2,0,3,0,5,0,0,8,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,502,260,96,160,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,c_ci_na_1_DoS
10.014981985092199,10.0100240707397,10.012503027916,-1.0,-1.0,0.6884228050537111,0.007079,0.323419675933838,0.34326865708046994,0.11783337093382999,10.014981985092199,10.014981985092199,0.684902906417847,0.0035200119018550004,10.0100240707397,0.0035200119018550004,2.62440812587738,10.012503027916,0.16170982519785598,4.566022223176139,-1.0,0.276662329649519,20.995265007019,20.0250060558319,0.9702589511871341,0.42866808281682,0.14288936093894,0.28577872187788,3.8103829583717297,1.04785531355223,2.76252764481951,18,4,8.888888888888891,5.92546294487706,35.1111111111111,14,4,7.33333333333333,5.77350269189626,33.3333333333333,18,4,9.66666666666667,6.37704215656966,40.6666666666667,9,3,6,80,22,58,20.995265009841898,2.0,0,0,0,4,1,3,1,0,1,4,2,2,0,3,0,6,0,0,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,502,260,96,192,1,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,c_ci_na_1_DoS
10.0170631408691,10.013435125351,10.01524913311,-1.0,-1.0,0.9577100135345459,0.007123997406005999,0.32470867031351697,0.548196315610139,0.300519200448532,10.0170631408691,10.0170631408691,0.954530000686646,0.003087997436523,10.013435125351,0.003087997436523,3.0006605557032997,10.01524913311,0.19482512474060099,4.80440666438895,-1.0,0.424695670716944,21.0046238899231,20.030498266220103,0.9741256237030029,0.380868519359153,0.14282569475968201,0.23804282459947101,3.1421652847130095,1.04738842823767,2.09477685647534,18,4,8.25,5.99404466354493,35.9285714285714,14,4,7.33333333333333,5.77350269189626,33.3333333333333,18,4,8.8,6.72309452558864,45.2,8,3,5,66,22,44,21.004623888214102,1.6666666666666698,0,0,0,3,1,2,1,0,1,4,2,2,0,3,0,5,0,0,8,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,502,260,96,160,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,c_ci_na_1_DoS
10.0125839710236,10.0118260383606,10.012205004692099,-1.0,-1.0,4.80851193859863,0.010213,1.61021133255514,2.7698097035929603,7.671845794117741,10.0125839710236,10.0125839710236,3.8607759475707994,0.0032529830932619998,10.0118260383606,0.0032529830932619998,2.7616715431213397,10.012205004692099,0.6900905541011271,4.295909513361851,-1.0,1.44095469368449,24.855043888092,20.024410009384198,4.83063387870789,0.40233282310364293,0.120699846931093,0.28163297617255,3.7819285371742404,0.885132210828014,2.8967963263462297,18,4,9.4,5.81568759668384,33.8222222222222,14,4,7.33333333333333,5.77350269189626,33.3333333333333,18,4,10.2857142857143,6.0474315681476405,36.5714285714286,10,3,7,94,22,72,24.855043948089598,2.3333333333333304,0,0,0,5,1,4,1,0,1,4,2,2,0,3,0,7,0,0,10,10,0,0,0,0,2,0,18,0.0,0.0,0.0,0.0,0.0,0.0,502,260,96,224,1,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,3,0,0,c_ci_na_1_DoS
10.0347101688385,9.77029895782471,9.94943904876709,0.107727234444501,0.011605157041061001,1.04560688259888,0.0,0.178496824707031,0.42481246721297705,0.180465632299577,10.0347101688385,10.0347101688385,10.0010759830475,0.00307297706604,10.0123889446259,0.00307297706604,4.619834184646611,10.023549556732199,3.41900854640537,5.1119957589199805,-1.0,4.87271276738492,50.8181760311127,20.047099113464398,30.7710769176483,0.236135984418088,0.059033996104522,0.177101988313566,2.2039358545688197,0.432915971433162,1.77101988313566,18,4,9.33333333333333,5.678241298362041,32.2424242424242,14,4,7.33333333333333,5.77350269189626,33.3333333333333,18,4,10.0,5.8309518948453,34.0,12,3,9,112,22,90,50.8181759318542,3.0,0,0,0,6,1,5,1,0,1,5,2,3,0,3,0,9,0,0,12,12,0,0,0,0,5,0,54,0.0,0.0,0.0,0.0,0.0,0.0,502,260,96,288,1,0,1,0,0,1,2,0,0,0,0,0,0,1,3,0,0,3,0,0,c_ci_na_1_DoS
10.0208811759949,6.409297943115231,8.81128231684367,2.08019729197366,4.32722077353454,0.9615089710083009,0.0,0.24399077753448498,0.47835926836065,0.228827589626536,10.0208811759949,10.0208811759949,6.409297943115231,0.001642942428589,10.0036678314209,0.001642942428589,3.42622625827789,10.0122745037079,1.23087684313456,4.6070754286504805,-1.0,2.56540221320655,27.409810066223102,20.0245490074158,7.38526105880737,0.328349594513181,0.10944986483772699,0.21889972967545399,2.91866306233939,0.8026323421433309,2.11603072019605,18,4,8.888888888888891,5.92546294487706,35.1111111111111,14,4,7.33333333333333,5.77350269189626,33.3333333333333,18,4,9.66666666666667,6.37704215656966,40.6666666666667,9,3,6,80,22,58,27.4098100024872,2.0,0,0,0,4,1,3,1,0,1,4,2,2,0,3,0,6,0,0,9,9,0,0,0,0,2,0,18,0.0,0.0,0.0,0.0,0.0,0.0,502,260,96,192,1,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,c_ci_na_1_DoS
10.0347058773041,10.008074045181301,10.021389961242699,-1.0,-1.0,0.942747084152221,0.010168,0.32115171214294397,0.538317415177364,0.28978563948323804,10.0347058773041,10.0347058773041,0.938040971755981,0.003591060638428,10.008074045181301,0.003591060638428,3.0008906977517302,10.021389961242699,0.19269099235534698,4.80797186728901,-1.0,0.416670879807621,21.006234884262103,20.042779922485302,0.963454961776733,0.38083930791485704,0.142814740468071,0.23802456744678602,3.1419242902975695,1.0473080967658601,2.09461619353171,18,4,8.25,5.99404466354493,35.9285714285714,14,4,7.33333333333333,5.77350269189626,33.3333333333333,18,4,8.8,6.72309452558864,45.2,8,3,5,66,22,44,21.006235001846303,1.6666666666666698,0,0,0,3,1,2,1,0,1,4,2,2,0,3,0,5,0,0,8,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,502,260,96,160,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,c_ci_na_1_DoS
