flow IAT min,type_id_process_information_in_control_direction,type_id_system_information_in_control_direction,bw IAT min,flow packet APDU length max,bw packet APDU length max,cot=1,bw packet APDU length std,flow packet APDU length std,flow packet APDU length var,cot=10,bw packet APDU length var,total flow packets,fw IAT min,flow IAT tot,flow active time min,fw iAT tot,flow packets APDU total length,flow IAT max,flow total IEC104_U_Message packets,flow idle time max,cot=3,flow duration,flow IAT std,bw iec104 bytes/s,flow active time max,flow packet APDU length mean,flow idle time min,flow PSH flag count,fw IAT max,flow total IEC104_S_Message packets,flow active time std,bw iec104 packts/s,flow iec104 bytes/s,flow idle time std,flow idle time mean,bw IAT max,bw packet APDU length mean,flow IAT mean,flow active time mean,flow iec104 packts/s,fw IAT mean,fw iec104 packts/s,flow ACK flag count,type_id_process_information_in_monitor_direction,fw iec104 bytes/s,bw IAT std,flow total IEC104_I_Message_SingleIOA packets,fw IAT std,bw packets APDU total length,total fw packets,bw IAT tot,fw PSH flag amount,init bw window bytes,bw IAT mean,flow active time variance,bw total IEC104_I_Message_SingleIOA packets,bw PSH flag amount,fw packets APDU total length,bw total IEC104_U_Message packets,fw TCP total header length,cot=6,bw_subflow_bytes,fw packet APDU length std,fw_subflow_bytes,Label
0.004324913024902344,0.0,2.0,0.004324914887547493,14.0,13.0,0.0,4.5,4.644505500793457,21.571428298950195,-1.4901161193847656e-08,20.25,7.0,10.013825416564941,21.000051498413086,0.005030999891459942,20.032047271728516,46.999969482421875,10.018223762512207,4.0,10.018223762512207,0.0,21.000051498413086,5.060549736022949,1.1904733180999756,0.9554150104522705,6.714285373687744,10.013825416564941,7.0,10.018223762512207,1.0,0.5479770302772522,0.19047576189041138,2.2380895614624023,-0.9999998807907104,10.016024589538574,0.9510900974273682,6.25,3.5000083446502686,0.32266733050346375,0.3333326578140259,10.016024589538574,0.14285683631896973,7.0,0.0,1.0476164817810059,0.4727284908294678,2.0,-1.0,25.0,3.0,0.9680013656616211,3.0,260.0,0.24200046062469482,0.300278902053833,1.000000238418579,4.0,22.0,2.0,96.0,1.0,1.9073486328125e-06,5.773502826690674,0.0,5
0.0035071372985839844,3.0,-1.1920928955078125e-07,0.0035071391612291336,14.0,14.0,0.0,5.477225303649902,5.270462989807129,27.77777862548828,1.0,30.0,9.000001907348633,10.00834846496582,22.864164352416992,0.009769000113010406,20.018224716186523,76.0,10.009878158569336,4.0,10.009878158569336,1.0000019073486328,22.864164352416992,4.461577892303467,2.3617746829986572,2.8223280906677246,8.44444465637207,10.00834846496582,9.000001907348633,10.009878158569336,1.0,1.6226577758789062,0.2624194025993347,3.323978900909424,-0.9999998807907104,10.009112358093262,1.826915979385376,9.0,2.858020305633545,0.9486457109451294,0.39362919330596924,10.009113311767578,0.13120967149734497,9.000001907348633,1.0,0.9622044563293457,0.7708944082260132,4.0,-1.0,54.0,3.0,2.8459367752075195,3.0,260.0,0.47432273626327515,2.6330182552337646,3.0,6.0,22.0,2.0,96.0,1.0,18.0,5.773502826690674,0.0,7
0.003596067428588867,0.0,2.0,0.0035960692912340164,14.0,13.0,0.0,4.5,4.644505500793457,21.571428298950195,-1.4901161193847656e-08,20.25,7.0,10.009454727172852,21.003189086914062,0.003826097585260868,20.025196075439453,46.999969482421875,10.01574420928955,4.0,10.01574420928955,0.0,21.003189086914062,5.0579118728637695,1.1902954578399658,0.9681118726730347,6.714285373687744,10.009454727172852,7.0,10.01574420928955,1.0,0.5560891628265381,0.19044727087020874,2.23775577545166,-0.9999998807907104,10.012598991394043,0.9645159244537354,6.25,3.5005314350128174,0.32599666714668274,0.33328282833099365,10.01259994506836,0.14283537864685059,7.0,0.0,1.0474600791931152,0.4800136089324951,2.0,-1.0,25.0,3.0,0.9779891967773438,3.0,260.0,0.24449753761291504,0.30923521518707275,1.000000238418579,4.0,22.0,2.0,96.0,1.0,1.9073486328125e-06,5.773502826690674,0.0,5
9.5367431640625e-07,0.0,0.0,9.5367431640625e-07,14.0,4.0,0.0,0.0,3.60933446570968,13.0272952853598,0.0,0.0,248.0,1.78813934326172e-05,119.639861106873,0.0,106.298009872437,3092.0,1.5959701538085902,0.0,0.0,210.0,119.639861034164,0.35120867289089,1.27047957667382,0.0,12.467741935483902,0.0,248.0,1.5959701538085902,38.0,0.0,0.317619894168455,25.844229283391105,0.0,0.0,1.19537615776062,4.0,0.4843719073152729,0.0,2.07288773036255,0.5086029180499361,1.75526783619409,248.0,210.0,24.5737497067173,0.318582742265464,210.0,0.352126417895215,152.0,210.0,13.341851234436,210.0,16149.0,0.351101348274632,0.0,0.0,38.0,2940.0,0.0,4200.0,0.0,0.0,0.0,616.0,11
0.000392913818359,0.0,2.0,0.000392913818359,18.0,18.0,1.0,6.37704215656966,5.92546294487706,35.1111111111111,0.0,40.6666666666667,9.0,10.025254011154198,25.822685956955,0.0018449999999999,20.110992193222,80.0,10.0857381820679,4.0,10.0857381820679,1.0,25.8226859734192,4.51918255376549,2.24608702827052,5.70644679875183,8.888888888888891,10.025254011154198,9.0,10.0857381820679,1.0,3.29310401188795,0.232353830510744,3.09805107347658,-1.0,10.055496096611,4.82851386070251,9.66666666666667,3.22783574461937,1.9038979295400005,0.348530745766115,10.055496096611,0.116176915255372,9.0,2.0,0.8519640452060601,1.93118574076066,4.0,-1.0,58.0,3.0,5.71169376373291,3.0,260.0,0.951948960622152,10.8445340331125,3.0,6.0,22.0,2.0,96.0,1.0,18.0,5.77350269189626,0.0,1
0.0004548951983451843,0.0,2.0,0.00045490264892578125,18.0,18.0,1.0,6.377042293548584,5.9254631996154785,35.11111068725586,-1.4901161193847656e-08,40.66666793823242,9.000001907348633,10.009868621826172,24.98805809020996,0.0016320869326591492,20.02957534790039,79.99996948242188,10.019709587097168,4.0,10.019710540771484,1.0000019073486328,24.98805809020996,4.5517578125,2.321108818054199,4.738884925842285,8.888888359069824,10.009867668151855,9.000001907348633,10.019710540771484,1.0,2.674792766571045,0.24011468887329102,3.201529026031494,-0.9999998807907104,10.014788627624512,4.73714017868042,9.666666030883789,3.123507022857666,1.6528265476226807,0.3601721525192261,10.014789581298828,0.12005734443664551,9.000001907348633,2.0,0.8804206848144531,1.9178142547607422,4.0,-1.0,58.0,3.0,4.958479881286621,3.0,260.0,0.8264133334159851,7.15451717376709,3.0,6.0,22.0,2.0,96.0,1.0,18.0,5.773502826690674,0.0,1
0.0032730102539059,0.0,2.0,0.0032730102539059,14.0,14.0,0.0,5.21536192416212,5.012484413940861,25.125,0.0,27.2,8.0,10.0138211250305,20.9977970123291,0.003686,20.0342261791229,61.0,10.0204050540924,4.0,10.0204050540924,1.0,20.9977969809418,4.798556514714611,1.8573377023979,0.5413958331298829,7.625,10.0138211250305,8.0,10.0204050540924,1.0,0.281750317697348,0.238120218256141,2.90506666272492,-1.0,10.0171130895615,0.538122892379761,7.8,2.99968528747559,0.321190258326212,0.380992349209826,10.0171130895615,0.1428721309536849,8.0,1.0,1.04772896032702,0.261163643350933,3.0,-1.0,39.0,3.0,0.9635708332061772,3.0,260.0,0.1927141666412349,0.079383241522557,2.0,5.0,22.0,2.0,96.0,1.0,0.0,5.77350269189626,0.0,5
0.0011889860033988953,0.0,2.0,0.0011889934539794922,14.0,14.0,0.0,5.215362071990967,5.012484550476074,25.125,-1.4901161193847656e-08,27.200000762939453,8.0,10.01641845703125,25.989667892456055,0.0,20.035640716552734,60.999969482421875,10.019225120544434,4.0,10.019225120544434,1.0000019073486328,25.989667892456055,4.778735637664795,1.500596523284912,0.2290668487548828,7.625,5.7225422859191895,8.0,10.019225120544434,1.0,0.11413216590881348,0.19238418340682983,2.3470869064331055,2.4798808097839355,8.586061477661133,5.722541809082031,7.800000190734863,3.7128095626831055,0.05787074565887451,0.30781471729278564,10.017821311950684,0.11543047428131104,8.0,1.0,0.8464899063110352,2.5352015495300293,2.999998092651367,-1.0,39.0,3.0,5.954024791717529,3.0,260.0,1.1908049583435059,0.013026237487792969,2.0,4.999999523162842,22.0,2.0,96.0,1.0,18.0,5.773502826690674,0.0,6
0.0032069683074949,0.0,2.0,0.0032069683074949,18.0,18.0,1.0,6.37704215656966,5.92546294487706,35.1111111111111,0.0,40.6666666666667,9.0,10.0104601383209,21.000079870224,0.0080809117736819,20.023604154586803,80.0,10.0131440162659,4.0,10.0131440162659,1.0,21.0000799479675,4.564317984962219,2.7618942472461097,0.5906539284210199,8.888888888888891,10.0104601383209,9.0,10.0131440162659,1.0,0.2947800958285759,0.285713197990977,3.8095093065463694,-1.0,10.0118020772934,0.587446928024292,9.66666666666667,2.625009983778,0.325491961339315,0.4285697969864659,10.0118020772934,0.142856598995489,9.0,2.0,1.04761505930025,0.255000883327661,4.0,-1.0,58.0,3.0,0.976475715637207,3.0,260.0,0.1627459526062009,0.086895304896704,3.0,6.0,22.0,2.0,96.0,1.0,0.0,5.77350269189626,0.0,2
0.0067930221557619,0.0,2.0,0.0067930221557619,14.0,14.0,0.0,5.21536192416212,5.17779140266618,26.809523809523803,0.0,27.2,7.0,10.0075759887695,31.0037140846252,0.0,10.0075759887695,57.0,10.0075759887695,3.0,10.0075759887695,1.0,31.003714087616,4.74022905519847,1.25791380638419,3.03650413699341,8.142857142857139,7.9502739906311,7.0,10.0075759887695,1.0,1.51683242341542,0.1612710008184849,1.8384894093307296,1.18583555731841,9.31955337524414,10.0008101463318,7.8,5.16728568077087,0.761263534248352,0.225779401145879,10.0075759887695,0.064508400327394,7.0,1.0,0.580575602946547,4.58897497160019,3.0,-1.0,39.0,2.0,20.9961380958557,2.0,260.0,4.199227619171141,2.3007806007243,2.0,5.0,18.0,2.0,64.0,1.0,35.0,-1.0,0.0,5
